Timestamp,Cumulative_Sum_Value
2024-10-06 17:00:27,252.11157727241516
2024-10-06 17:05:27,252.11157727241516
2024-10-06 17:10:27,252.11157727241516
2024-10-06 17:15:27,252.11157727241516
2024-10-06 17:20:27,252.11157727241516
2024-10-06 17:25:27,252.11157727241516
2024-10-06 17:30:27,252.11157727241516
2024-10-06 17:35:27,252.11157727241516
2024-10-06 22:20:27,0.09277558326721191
2024-10-06 22:25:27,0.09277558326721191
2024-10-06 22:30:27,0.09277558326721191
2024-10-06 22:35:27,0.09277558326721191
2024-10-06 22:40:27,0.09277558326721191
2024-10-06 22:45:27,0.09277558326721191
2024-10-06 22:50:27,0.09277558326721191
2024-10-06 22:55:27,0.09277558326721191
2024-10-06 23:00:27,0.09277558326721191
2024-10-06 23:05:27,0.09277558326721191
2024-10-06 23:10:27,0.09277558326721191
2024-10-06 23:15:27,0.09277558326721191
2024-10-06 23:20:27,0.09277558326721191
2024-10-06 23:25:27,0.09277558326721191
2024-10-06 23:30:27,0.09277558326721191
2024-10-06 23:35:27,0.09277558326721191
2024-10-06 23:40:27,0.09277558326721191
2024-10-06 23:45:27,0.09277558326721191
2024-10-06 23:50:27,0.09277558326721191
2024-10-06 23:55:27,0.09277558326721191
2024-10-07 00:00:27,0.09277558326721191
2024-10-07 00:05:27,0.09277558326721191
2024-10-07 00:10:27,0.09277558326721191
2024-10-07 00:15:27,0.09277558326721191
2024-10-07 00:20:27,0.09277558326721191
2024-10-07 00:25:27,0.09277558326721191
2024-10-07 00:30:27,0.09277558326721191
2024-10-07 00:35:27,0.09277558326721191
2024-10-07 00:40:27,0.09277558326721191
2024-10-07 00:45:27,0.09277558326721191
2024-10-07 00:50:27,0.09277558326721191
2024-10-07 00:55:27,0.09277558326721191
2024-10-07 01:00:27,0.09277558326721191
2024-10-07 01:05:27,0.09277558326721191
2024-10-07 01:10:27,0.09277558326721191
2024-10-07 01:30:27,5.104350328445435
2024-10-07 01:35:27,24.450270891189575
2024-10-07 01:40:27,41.15698862075806
2024-10-07 01:45:27,41.15698862075806
2024-10-07 01:50:27,41.15698862075806
2024-10-07 01:55:27,41.15698862075806
2024-10-07 02:00:27,41.15698862075806
2024-10-07 02:05:27,41.15698862075806
